Age,Wage
47,130.9821774
46,130.9821774
39,130.9821774
51,130.9821774
45,130.9821774
58,130.9821774
34,130.9821774
45,130.9821774
41,130.9821774
61,130.9821774
39,130.9821774
49,130.9821774
41,130.9821774
62,130.9821774
50,130.9821774
55,130.9821774
40,130.9821774
62,130.9821774
28,130.9821774
35,130.9821774
44,130.9821774
43,130.9821774
38,130.9821774
26,130.9821774
40,130.9821774
30,130.9821774
42,130.9821774
40,130.9821774
58,130.9821774
43,130.6022275
55,130.2208324
55,130.2208324
51,129.9836348
60,129.4536446
47,129.4536446
43,129.4536446
67,129.4536446
39,129.4536446
44,129.4536446
56,129.4536446
38,129.4536446
55,129.4536446
56,129.156693
45,129.0678205
52,128.6804882
47,128.6804882
38,128.6804882
51,128.6804882
33,128.6804882
39,128.6804882
39,128.6804882
39,128.6804882
31,128.6804882
36,128.6804882
49,128.6804882
62,128.6804882
48,128.6804882
48,128.6804882
36,128.6804882
61,128.6804882
48,128.6804882
57,128.6804882
60,128.6804882
53,128.6804882
29,128.6804882
34,128.6804882
33,128.6804882
51,128.6804882
42,128.6804882
36,128.6804882
33,128.6804882
41,128.6804882
39,128.6804882
53,128.2526611
47,128.1996369
70,127.901233
56,127.901233
63,127.901233
36,127.901233
52,127.901233
32,127.901233
41,127.901233
38,127.273347
54,127.1157438
48,127.1157438
44,127.1157438
36,127.1157438
41,127.1157438
53,127.1157438
31,127.1157438
48,127.1157438
27,127.1157438
35,127.1157438
37,127.1157438
51,127.1157438
56,127.1157438
41,127.1157438
42,127.1157438
50,127.1157438
41,127.1157438
37,127.1157438
55,127.1157438
36,127.1157438
47,127.1157438
50,127.1157438
41,127.1157438
45,127.1157438
49,127.1157438
31,127.1157438
30,127.1157438
47,127.1157438
47,127.1157438
41,127.1157438
43,127.1157438
56,127.1157438
54,127.1157438
43,127.1157438
43,127.1157438
54,127.1157438
30,127.1157438
30,127.1157438
37,127.1157438
56,127.1157438
48,127.1157438
33,127.1157438
62,127.1157438
25,127.1157438
45,127.1157438
66,127.1157438
31,127.1157438
57,127.1157438
52,127.1157438
60,127.1157438
55,127.1157438
50,127.1157438
55,127.1157438
62,127.1157438
40,127.1157438
45,127.1157438
23,127.1157438
36,127.1157438
24,127.1157438
55,127.1157438
46,127.0368467
53,126.9578857
50,126.3238807
55,126.3238807
46,126.3238807
47,126.3238807
28,126.3238807
43,126.3238807
51,126.0850573
48,125.5254984
41,125.5254984
42,125.5254984
63,125.5254984
32,125.5254984
30,125.5254984
57,125.5254984
33,125.5254984
36,125.5254984
65,125.5254984
29,125.5254984
35,125.2042866
56,125.1238157
44,125.1238157
45,124.7204462
54,124.7204462
51,124.7204462
41,124.7204462
35,124.7204462
51,124.7204462
56,124.7204462
43,123.9085676
42,123.9085676
44,123.9085676
42,123.9085676
48,123.9085676
49,123.9085676
48,123.8237338
42,123.5000178
49,123.336104
60,123.0896998
35,123.0896998
48,123.0896998
39,123.0896998
53,123.0896998
51,123.0896998
37,123.0896998
30,123.0896998
33,123.0896998
60,123.0896998
26,123.0896998
36,123.0896998
32,123.0896998
42,123.0896998
41,123.0896998
58,123.0896998
40,123.0896998
32,123.0896998
39,123.0896998
50,123.0896998
42,123.0896998
35,123.0896998
49,123.0896998
34,123.0896998
48,123.0896998
31,123.0896998
44,123.0896998
43,123.0896998
45,123.0896998
54,123.0896998
57,123.0896998
63,123.0896998
48,123.0896998
48,123.0896998
40,123.0896998
58,123.0896998
50,123.0896998
39,123.0896998
67,123.0896998
55,123.0896998
37,123.0896998
61,122.2636739
33,122.2636739
52,122.2636739
27,122.2636739
37,121.4303138
47,121.4303138
41,121.4303138
41,121.4303138
30,121.4303138
38,121.2627457
50,121.0108266
56,120.9267015
40,120.9267015
60,120.9267015
44,120.5894365
40,120.5894365
33,120.5894365
42,120.5894365
45,120.5894365
46,120.5894365
53,120.5894365
43,120.5894365
58,120.5894365
47,120.5894365
42,120.5894365
50,120.5894365
27,120.5894365
50,120.1661196
52,119.7425563
31,119.7408513
43,119.7408513
43,119.4052043
45,119.0992348
41,119.0133452
39,118.8860804
41,118.8843593
62,118.8843593
32,118.8843593
44,118.8843593
49,118.8843593
53,118.8843593
35,118.8843593
58,118.8843593
45,118.8843593
32,118.8843593
46,118.8843593
34,118.8843593
55,118.8843593
41,118.8843593
45,118.8843593
24,118.8843593
34,118.8843593
30,118.8843593
57,118.8843593
25,118.8843593
51,118.8843593
50,118.8843593
23,118.8843593
44,118.8843593
64,118.8843593
32,118.8843593
58,118.8843593
47,118.8843593
59,118.8843593
53,118.8843593
41,118.8843593
45,118.8843593
46,118.8843593
26,118.8843593
29,118.8843593
47,118.8843593
30,118.8843593
45,118.8843593
55,118.8843593
48,118.8843593
47,118.8843593
56,118.8843593
25,118.8843593
55,118.8843593
32,118.8843593
32,118.8843593
55,118.8843593
63,118.8843593
47,118.8843593
60,118.8843593
39,118.8843593
48,118.8843593
30,118.8843593
28,118.8843593
44,118.8843593
37,118.8843593
51,118.8843593
56,118.8843593
40,118.8843593
35,118.8843593
49,118.8843593
32,118.8843593
35,118.8843593
49,118.8843593
28,118.8843593
30,118.8843593
40,118.8843593
34,118.8843593
52,118.8843593
47,118.8843593
34,118.8843593
65,118.8843593
45,118.8843593
51,118.8843593
32,118.8843593
37,118.8843593
55,118.8843593
66,118.8843593
36,118.8843593
36,118.8843593
32,118.8843593
32,118.8843593
36,118.8843593
43,118.8843593
50,118.8843593
54,118.8843593
36,118.8843593
59,118.8843593
41,118.8843593
48,118.8843593
55,118.8843593
49,118.8843593
48,118.8843593
59,118.8843593
40,118.8843593
39,118.8843593
30,118.8843593
53,118.8843593
63,118.8843593
47,118.8843593
42,118.8843593
24,118.8843593
71,118.8843593
42,118.8843593
37,118.8843593
35,118.8843593
51,118.8843593
51,118.8843593
54,118.8843593
60,118.8843593
47,118.8843593
52,118.8843593
56,118.8843593
73,118.8843593
56,118.8843593
53,118.8843593
40,118.8843593
28,118.8843593
46,118.8843593
26,118.8843593
38,118.7120941
44,118.5567764
54,118.5395025
25,118.0197533
68,118.0197533
37,118.0197533
41,118.0197533
38,118.0197533
51,118.0197533
40,118.0197533
63,118.0197533
55,117.5843403
45,117.1468169
54,117.1468169
53,117.1468169
26,117.1468169
40,117.1468169
28,117.1468169
45,117.1468169
29,117.1468169
46,117.1468169
32,117.1468169
50,117.1468169
48,117.1468169
49,117.1468169
33,117.1468169
41,117.1468169
59,117.1468169
47,117.1468169
35,117.1468169
56,117.1468169
35,117.1468169
46,117.1468169
40,117.1468169
41,117.1468169
30,117.1468169
44,117.1468169
51,117.1468169
42,116.9430813
57,116.7071546
35,116.7071546
26,116.4423183
57,116.2653241
33,116.2653241
44,116.2653241
39,116.2653241
35,116.2653241
42,116.2653241
33,116.2653241
39,116.2653241
31,116.2653241
37,116.2653241
45,116.2653241
27,116.1766952
54,115.5180852
52,115.3750386
48,115.3750386
40,115.3750386
30,115.3750386
53,115.3750386
41,115.3750386
36,115.3750386
32,115.3750386
46,115.3750386
54,115.3750386
50,115.3750386
25,115.3750386
38,115.3750386
48,115.3750386
29,115.3750386
48,115.3750386
50,115.285517
54,115.1824551
32,115.1062017
60,114.9265218
47,114.4775211
30,114.4757133
50,114.4757133
35,114.4757133
55,114.4757133
38,114.4757133
48,114.4757133
45,114.4757133
34,114.4757133
26,114.4757133
42,114.4757133
52,114.4757133
58,114.4757133
30,114.4757133
51,114.4757133
45,114.4757133
50,114.4757133
33,114.4757133
37,114.4757133
36,114.4757133
46,114.4757133
34,114.4757133
35,114.4757133
51,114.4757133
41,114.4757133
46,114.4757133
27,114.4757133
35,114.4757133
41,114.4757133
64,114.4757133
41,114.4757133
40,114.4757133
52,114.4757133
49,114.4757133
30,114.4757133
35,114.4757133
57,114.4757133
32,114.4757133
22,114.4757133
55,114.4757133
53,114.4757133
52,114.4757133
61,114.4757133
34,114.4757133
33,114.4757133
33,114.4757133
43,114.4757133
52,114.4757133
63,114.4757133
64,114.4757133
32,114.4757133
69,114.4757133
54,114.4757133
38,114.4757133
48,114.4757133
30,114.4757133
44,114.4757133
44,114.4757133
42,114.4757133
46,114.4757133
35,114.4757133
46,114.4757133
52,114.4757133
54,114.4757133
42,114.4757133
32,114.1133945
26,114.0225804
44,113.6127457
63,113.5670896
33,113.5670896
28,113.5670896
50,113.5670896
26,113.5670896
61,113.5670896
45,113.5670896
55,113.5670896
31,113.5670896
29,112.6488963
44,112.6488963
42,112.6488963
44,112.6488963
32,112.6488963
47,112.6488963
51,112.6488963
32,112.6488963
49,112.6488963
40,112.6488963
29,112.6488963
27,112.1861229
39,112.136923
50,111.7217824
30,111.7208494
34,111.7208494
34,111.7208494
54,111.7208494
27,111.7208494
33,111.7208494
49,111.7208494
37,111.7208494
62,111.7208494
48,111.7208494
60,111.7208494
50,111.7208494
54,111.7208494
48,111.7208494
40,111.7208494
44,111.7208494
58,111.7208494
48,111.7208494
38,111.7208494
42,111.7208494
39,111.7208494
42,111.7208494
42,111.7208494
40,111.7208494
47,111.7208494
41,111.7208494
28,111.7208494
52,111.7208494
50,111.7208494
49,111.7208494
61,111.4404696
48,111.1854619
56,111.0651943
49,111.0144055
41,110.7826503
41,110.7826503
56,110.7826503
38,110.7826503
44,110.7826503
55,110.7826503
57,110.7826503
51,110.7826503
63,110.7826503
46,110.1729303
27,109.8339856
40,109.8339856
41,109.8339856
40,109.8339856
30,109.8339856
48,109.8339856
48,109.8339856
44,109.8339856
54,109.8339856
50,109.8339856
51,109.8339856
56,109.8339856
47,109.8339856
39,109.8339856
37,109.8339856
35,109.8339856
31,109.8339856
44,109.8339856
33,109.8339856
38,109.8339856
62,109.8339856
55,109.8339856
28,109.8339856
68,109.8339856
40,109.8339856
55,109.8339856
63,109.8339856
35,109.8339856
43,109.8339856
49,109.8339856
48,109.8339856
29,109.8339856
38,109.8339856
63,109.8339856
40,109.8339856
30,109.8339856
31,109.8339856
43,109.8339856
48,109.8339856
51,109.8339856
39,109.8339856
57,109.8339856
42,109.8339856
29,109.8339856
45,109.8339856
53,109.8339856
64,109.8339856
24,109.8339856
49,109.8339856
39,109.8339856
53,109.8339856
24,109.8339856
55,109.8339856
35,109.8339856
37,109.8339856
32,109.8339856
50,109.8339856
33,109.8339856
57,109.8339856
41,109.8339856
50,109.8339856
51,109.8339856
36,109.8339856
58,109.8339856
61,109.8339856
50,109.8339856
47,109.8339856
26,109.8339856
28,109.8339856
31,109.8339856
32,109.8339856
41,109.8339856
35,109.8339856
41,109.8339856
29,109.8339856
52,109.8339856
42,109.8339856
34,109.8339856
45,109.8339856
63,109.8339856
43,109.8339856
37,109.8339856
48,109.8339856
40,109.8339856
43,109.8339856
37,109.8339856
38,109.8339856
50,109.8339856
58,109.8339856
66,109.8339856
31,109.8339856
43,109.8339856
56,109.8339856
44,109.8339856
53,109.8339856
52,109.8339856
62,109.8339856
35,109.8339856
42,109.7060518
28,109.6429681
48,109.5472966
54,109.4898415
32,109.3556264
48,109.31532
37,108.8745258
59,108.8745258
44,108.8745258
54,108.8745258
54,108.8745258
28,108.8745258
41,108.8745258
31,108.8745258
34,108.8745258
34,108.8745258
47,108.8745258
48,108.8745258
34,108.8745258
53,108.6813082
29,108.39064
26,108.39064
46,108.0658303
34,107.9039239
42,107.9039239
33,107.9039239
33,107.9039239
48,107.9039239
51,107.9039239
53,107.9039239
38,107.9039239
60,107.9039239
59,107.9039239
57,107.9039239
45,107.9039239
64,107.9039239
55,107.9039239
54,107.9039239
36,107.9039239
51,107.9039239
47,107.9039239
36,107.9039239
53,107.9039239
48,107.9039239
39,107.9039239
30,107.9039239
48,107.9039239
34,107.9039239
47,107.9039239
61,107.4339706
40,107.3160632
37,107.2560621
61,106.9218141
37,106.9218141
45,106.9218141
57,106.9218141
33,106.9218141
42,106.9218141
32,106.9218141
42,106.9218141
27,106.9218141
49,106.9218141
29,106.9218141
39,106.9218141
60,106.9218141
35,106.9218141
61,106.7239776
46,106.7239776
61,106.6080215
28,106.3696472
30,106.3268649
45,106.1275822
32,105.9278108
47,105.9278108
58,105.9278108
40,105.9278108
21,105.9278108
46,105.9278108
51,105.9278108
26,105.9278108
55,105.9278108
30,105.9278108
46,105.9278108
26,105.9278108
53,105.9278108
34,105.9278108
30,105.9278108
49,105.9278108
51,105.9278108
47,105.9278108
56,105.7676396
71,105.6914475
30,105.3758927
55,104.9235317
44,104.9235317
57,104.9215065
30,104.9215065
46,104.9215065
32,104.9215065
48,104.9215065
39,104.9215065
58,104.9215065
58,104.9215065
36,104.9215065
43,104.9215065
33,104.9215065
30,104.9215065
42,104.9215065
38,104.9215065
25,104.9215065
42,104.9215065
37,104.9215065
29,104.9215065
65,104.9215065
60,104.9215065
30,104.9215065
49,104.9215065
33,104.9215065
41,104.9215065
34,104.9215065
54,104.9215065
60,104.9215065
42,104.9215065
59,104.9215065
60,104.9215065
27,104.9215065
39,104.9215065
46,104.9215065
33,104.9215065
38,104.9215065
29,104.9215065
59,104.9215065
43,104.9215065
51,104.9215065
58,104.9215065
50,104.9215065
26,104.9215065
55,104.9215065
50,104.9215065
58,104.9215065
44,104.9215065
28,104.9215065
46,104.9215065
50,104.9215065
49,104.9215065
44,104.9215065
37,104.9215065
59,104.9215065
51,104.9215065
57,104.9215065
33,104.9215065
53,104.9215065
49,104.9215065
56,104.9215065
41,104.9215065
46,104.9215065
29,104.9215065
59,104.9215065
32,104.9215065
43,104.9215065
32,104.9215065
27,104.9215065
38,104.9215065
47,104.9215065
58,104.9215065
49,104.5917379
38,104.0049599
25,103.9024706
39,103.9024706
38,103.9024706
30,103.9024706
32,103.9024706
39,103.9024706
29,103.9024706
42,103.9024706
28,103.9024706
27,103.9024706
49,103.9024706
43,103.9024706
40,103.9024706
34,103.9024706
42,103.9024706
55,103.181327
27,102.8702469
48,102.8702469
55,102.8702469
27,102.8702469
21,102.8702469
28,102.8702469
58,102.8702469
29,102.8702469
38,102.8702469
59,102.8702469
29,102.8702469
38,102.8702469
33,102.8702469
44,102.8702469
30,102.8702469
49,102.8702469
40,102.8702469
55,102.8702469
31,102.8702469
49,102.8702469
31,102.8702469
44,102.7662809
28,102.7662809
27,102.4535576
56,102.1270009
71,101.8243521
49,101.8243521
52,101.8243521
42,101.8243521
56,101.8243521
40,101.8243521
44,101.8243521
56,101.8243521
40,101.8243521
31,101.8243521
55,101.8243521
60,101.8243521
50,101.8243521
52,101.8243521
31,101.8243521
41,101.8243521
47,101.8243521
30,101.8243521
46,101.8243521
42,101.8243521
39,101.8243521
44,101.8243521
42,101.8243521
51,101.8243521
37,101.8243521
50,101.8243521
38,101.8243521
41,101.8243521
62,101.8243521
55,101.8243521
54,101.8243521
52,101.8243521
28,101.8243521
29,101.8243521
24,101.8243521
43,101.8243521
32,101.8243521
61,101.5955382
51,101.4020523
32,101.4020523
45,101.4020523
33,101.4020523
27,101.4020523
51,101.4020523
51,101.4020523
48,100.8794609
32,100.7642728
34,100.7642728
43,100.7642728
58,100.7642728
27,100.7642728
46,100.7642728
52,100.7642728
70,100.7642728
42,100.7642728
44,100.7642728
43,100.0996625
33,100.0867423
63,100.0134869
32,100.0134869
50,100.0134869
71,99.6916284
56,99.6916284
61,99.6894637
55,99.6894637
44,99.6894637
46,99.6894637
74,99.6894637
52,99.6894637
26,99.6894637
39,99.6894637
25,99.6894637
56,99.6894637
46,99.6894637
54,99.6894637
45,99.6894637
45,99.6894637
41,99.6894637
46,99.6894637
47,99.6894637
45,99.6894637
53,99.6894637
35,99.6894637
42,99.6894637
26,99.6894637
25,99.6894637
70,99.6894637
30,99.6894637
45,99.6894637
46,99.6894637
43,99.6894637
38,99.6894637
31,99.6894637
28,99.6894637
32,99.6894637
66,99.6894637
41,99.6894637
33,99.6894637
29,99.6894637
44,99.6894637
49,99.6894637
33,99.6894637
62,99.6894637
42,99.6894637
24,99.6894637
31,99.6894637
49,99.6894637
28,99.6894637
26,99.6894637
29,99.6894637
26,99.6894637
27,99.6894637
34,99.6894637
51,99.6894637
26,99.6894637
39,99.6894637
45,99.6894637
77,89.6894637
61,99.6894637
27,99.6894637
25,99.6894637
28,99.6894637
53,99.6894637
54,99.6894637
25,99.6894637
32,99.6894637
31,99.6894637
48,99.6894637
46,99.6894637
47,99.6894637
41,99.6894637
34,99.6894637
22,99.6894637
27,99.6894637
37,99.6894637
38,99.6894637
38,99.6894637
38,99.6894637
66,99.6894637
35,99.6894637
55,99.6894637
36,99.6894637
25,99.6894637
58,99.6894637
56,99.6894637
56,99.6894637
39,99.6894637
54,99.6894637
30,99.6894637
53,99.6894637
56,99.6894637
45,99.6894637
31,99.6894637
29,99.6894637
54,99.6894637
25,99.6894637
31,99.6894637
47,99.6894637
44,99.6894637
27,99.6894637
50,99.6894637
39,99.6894637
30,99.6894637
64,99.6894637
41,99.6894637
37,99.6894637
32,99.6894637
33,99.6894637
40,99.6894637
26,99.6894637
54,99.6894637
47,99.6894637
31,99.6894637
44,99.6894637
50,99.6894637
39,99.6894637
30,99.6894637
51,99.59198882
33,99.25528683
23,98.60153978
37,98.59934386
40,98.59934386
37,98.59934386
34,98.59934386
45,98.59934386
42,98.59934386
35,98.59934386
49,98.59934386
33,98.59934386
37,98.59934386
55,98.59934386
71,98.59934386
51,98.59934386
50,98.26923081
41,98.04835051
36,97.49329405
48,97.49329405
53,97.49329405
38,97.49329405
38,97.49329405
44,97.49329405
44,97.49329405
51,97.49329405
43,97.49329405
56,97.49329405
58,97.49329405
50,97.49329405
48,97.49329405
40,97.49329405
34,97.49329405
28,97.49329405
41,97.49329405
48,97.49329405
45,97.49329405
26,97.49329405
35,97.49329405
37,97.49329405
57,97.49329405
57,97.49329405
31,97.49329405
37,97.49329405
28,97.49329405
26,97.49329405
49,97.49329405
40,97.49329405
39,97.4710061
36,97.15827504
28,96.93409046
28,96.93409046
34,96.93409046
27,96.86670324
23,96.3977959
42,96.37065283
32,96.37065283
52,96.37065283
44,96.37065283
33,96.37065283
35,96.37065283
41,96.37065283
34,96.37065283
26,96.37065283
59,96.37065283
37,96.37065283
